Code,Name,Country,Exchange,Currency,Type,Isin
ABLRX,ALLIANZGI RETIREMENT 2030 FUND R,USA,NMFQS,USD,FUND,
ABLX,ABLYNX NV,USA,NASDAQ,USD,Common Stock,US00372Y1055
ABLYF,Ablynx NV,USA,PINK,USD,Common Stock,
ABMAF,Albioma,USA,PINK,USD,Common Stock,
ABMAX,AMERICAN BEACON MID-CAP VALUE FUND A CLASS,USA,NMFQS,USD,FUND,US0245248523
ABMC,Amer Bio Medica,USA,PINK,USD,Common Stock,US0246001087
ABMD,ABIOMED Inc,USA,NASDAQ,USD,Common Stock,US0036541003
ABML,American Battery Metals Corp USD,USA,OTCQB,USD,Common Stock,US02451V1017
ABMLD,American Battery Technology Company,USA,OTCQX,USD,Common Stock,
ABMMF,Prodigy Gold NL,USA,PINK,USD,Common Stock,
ABMRX,AMERICAN BEACON HIGH YIELD BOND FUND AMR CLASS,USA,NMFQS,USD,FUND,
ABN,ABN AMRO Group NV DR,USA,NYSE,USD,Common Stock,
ABNAD,Aben Minerals Ltd.,USA,OTCQB,USD,Common Stock,
ABNC,AMERICAN BANCORP INC,USA,NYSE,USD,Common Stock,
ABNJ,American Bancorp Of New Jersey Inc,USA,NASDAQ,USD,Common Stock,
ABNK,AltaPacific Bancorp,USA,PINK,USD,Common Stock,
ABNK_old,Amegy Bancorporation Inc,USA,NASDAQ,USD,Common Stock,
ABNKQ,American Banknote Corp,USA,NYSE,USD,Common Stock,
ABNKX,AB BOND INFLATION STRATEGY CLASS K,USA,NMFQS,USD,FUND,US0185285394
ABNRX,AB BOND INFLATION STRATEGY CLASS R,USA,NMFQS,USD,FUND,US0185285477
ABNRY,ABN AMRO Bank N.V,USA,PINK,USD,Common Stock,
ABOSQ,ARBIOS SYSTEMS INC,USA,OTCBB,USD,Common Stock,
ABOV,Abovenet Communications Inc,USA,NASDAQ,USD,Common Stock,
ABP_old,American Business Products Inc,USA,NYSE,USD,Common Stock,
ABPA,Allegiance Bank of North America,USA,OTCCE,USD,Common Stock,US01747V2060
ABPBX,AB CONSERVATIVE WEALTH STRATEGY CLASS B,USA,NMFQS,USD,FUND,US01877F5917
ABPI,Accentia Biopharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,
ABPPF,Abacus Property Group,USA,OTCGREY,USD,Common Stock,
ABPRX,AB LARGE CAP GROWTH FUND INC CLASS R,USA,NMFQS,USD,FUND,US01877C5076
ABQBX,AB INTERMEDIATE BOND PORTFOLIO CLASS B,USA,NMFQS,USD,FUND,US0185286954
ABQCX,AB INTERMEDIATE BOND PORTFOLIO CLASS C,USA,NMFQS,USD,FUND,US0185286871
ABQIX,AB INTERMEDIATE BOND PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,US0185286129
ABQKX,AB INTERMEDIATE BOND PORTFOLIO CLASS K,USA,NMFQS,USD,FUND,US0185286202
ABQQ,AB International Group Corp,USA,PINK,USD,Common Stock,US00083U2024
ABQQD,AI Era Corp.,USA,NASDAQ,USD,Common Stock,US00083U5092
ABQQD_old,AB International Group Corp,USA,OTCQB,USD,Common Stock,
ABQRX,AB INTERMEDIATE BOND PORTFOLIO CLASS R,USA,NMFQS,USD,FUND,US0185286533
ABQUX,AB INTERMEDIATE BOND PORTFOLIO CLASS A,USA,NMFQS,USD,FUND,US0185287119
ABQYX,AB INTERMEDIATE BOND PORTFOLIO ADVISOR CLASS,USA,NMFQS,USD,FUND,US0185287291
ABQZX,AB INTERMEDIATE BOND PORTFOLIO CLASS Z,USA,NMFQS,USD,FUND,US01881M4832
ABR_old,Atlantic Premium Brands Ltd,USA,NYSE,USD,Common Stock,
ABR-PA,Arbor Realty Trust Inc | 8.250% Series A Cumulative,USA,NYSE,USD,Preferred Stock,
ABR-PB,Arbor Realty Trust Inc | 7.75% Series B Cumulative,USA,NYSE,USD,Preferred Stock,
ABR-PC,Arbor Realty Trust Inc | 8.50% Series C Cumulative,USA,NYSE,USD,Preferred Stock,
ABRBX,INVESCO BALANCED-RISK ALLOCATION FUND CLASS B,USA,NMFQS,USD,FUND,
ABRDX,PIONEER ABSOLUTE RETURN BOND FUND PIONEER ABSOLUTE RETURN BOND FUND: CLASS A,USA,NMFQS,USD,FUND,
ABREP,Arbor Realty Trust Inc,USA,PINK,USD,Common Stock,
ABREV,Arbor Realty Trust Inc,USA,PINK,USD,Common Stock,
ABREX,AB EMERGING MARKETS MULTI-ASSET PORTFOLIO CLASS R,USA,NMFQS,USD,FUND,US01877E4952
ABRFP,Arbor Realty Trust Inc,USA,PINK,USD,Common Stock,
ABRFV,Arbor Realty Trust Inc,USA,PINK,USD,Common Stock,
ABRFX,AMERICAFIRST TACTICAL ALPHA FUND AMERICAFIRST TACTICAL ALPHA FUND CLASS A,USA,NMFQS,USD,FUND,US02365Y7040
ABRHS,ABRHS,USA,OTCGREY,USD,Common Stock,
ABRN,Arbor Realty Trust Inc,USA,NYSE,USD,Common Stock,US0389238843
ABRRP,ABRRP,USA,PINK,USD,Common Stock,
ABRTY,Abertis Infraestructuras S.A,USA,PINK,USD,Common Stock,
ABRUF,American Pacific Borates Limited,USA,PINK,USD,Common Stock,
ABRUX,AmericaFirst Monthly Risk-On Risk-Off Fund,USA,NMFQS,USD,FUND,US02365Y8865
ABRW,ABRW,USA,OTCBB,USD,Common Stock,
ABRWX,AMERICAFIRST TACTICAL ALPHA FUND AMERICAFIRST TACTICAL ALPHA FUND CLASS I,USA,NMFQS,USD,FUND,US02365Y8030
ABRX,Able Laboratories Inc,USA,NASDAQ,USD,Common Stock,
ABRX_old,Abr Information Services Inc,USA,NASDAQ,USD,Common Stock,
ABS,ALBERTSONS COS INC,USA,NYSE,USD,Common Stock,US0131041040
ABS_old,ABS,USA,NYSE,USD,Common Stock,
ABSC,Aurora Biosciences Corp,USA,NASDAQ,USD,Common Stock,
ABSCX,ALLIANZGI RETIREMENT 2020 FUND C,USA,NMFQS,USD,FUND,US01900A5517
ABSGX,ALLIANZGI BEST STYLES GLOBAL EQUITY FUND CLASS C,USA,NMFQS,USD,FUND,US01882F7841
ABSKX,AB DISCOVERY VALUE FUND CLASS K,USA,NMFQS,USD,FUND,US0189146063
ABSNX,ADVANTUS STRATEGIC CREDIT INCOME FUND CLASS A SHARES,USA,NMFQS,USD,FUND,
ABSRX,AB DISCOVERY VALUE FUND CLASS R,USA,NMFQS,USD,FUND,US0189145073
ABST,Absolute Software Corporation,USA,NASDAQ,USD,Common Stock,CA00386B1094
ABTC_old,Abt Building Products Corp,USA,NASDAQ,USD,Common Stock,
ABTE,Able Telcom Holding Corp,USA,NASDAQ,USD,Common Stock,
ABTL,Autobytel Inc,USA,NASDAQ,USD,Common Stock,
ABTLX,ALLIANZGI BEST STYLES U.S. EQUITY FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US01882G5018
ABTO,AB&T Financial Corp,USA,PINK,USD,Common Stock,
ABTPF,Aubay Société Anonyme,USA,OTCGREY,USD,Common Stock,
ABTPX,AMERICAN BEACON TREASURY INFLATION PROTECTED SECURITIES FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,
ABTX,Allegiance Bancshares Inc,USA,NASDAQ,USD,Common Stock,US01748H1077
ABTX_old,Agribiotech Inc,USA,NASDAQ,USD,Common Stock,
ABVA,ALLIANCE BANKSHARES CORP,USA,NASDAQ,USD,Common Stock,
ABVBX,AB VALUE FUND CLASS B,USA,NMFQS,USD,FUND,US0189152079
ABVKX,AB VALUE FUND CLASS K,USA,NMFQS,USD,FUND,US0189156039
ABVRX,AB VALUE FUND CLASS R,USA,NMFQS,USD,FUND,US0189155049
ABVT,ABOVENET INC,USA,NYSE,USD,Common Stock,
ABWAF,ADITYA BIRLA MINERAL,USA,PINK,USD,Common Stock,
ABWBX,AB ALL MARKET TOTAL RETURN PORTFOLIO CLASS B,USA,NMFQS,USD,FUND,US01877F6410
ABWG,Ab Watley Group Inc,USA,NASDAQ,USD,Common Stock,
ABWKX,AB ALL MARKET TOTAL RETURN PORTFOLIO CLASS K,USA,NMFQS,USD,FUND,US01877F4357
ABWND,Airborne Wireless Network,USA,PINK,USD,Common Stock,
ABWRX,AB ALL MARKET TOTAL RETURN PORTFOLIO CLASS R,USA,NMFQS,USD,FUND,US01877F5180
ABWTQ,Abitibibowater Inc,USA,NYSE,USD,Common Stock,
ABX_old,Barrick Gold Corporation,USA,NYSE MKT,USD,Common Stock,US0679011082
ABXAX,TAX-MANAGED INTERNATIONAL PORTFOLIO AB TAX-MANAGED INTERNATIONAL CLASS A,USA,NMFQS,USD,FUND,US0855687150
ABXBX,TAX-MANAGED INTERNATIONAL PORTFOLIO AB TAX-MANAGED INTERNATIONAL CLASS B,USA,NMFQS,USD,FUND,
ABXCX,TAX-MANAGED INTERNATIONAL PORTFOLIO AB TAX-MANAGED INTERNATIONAL CLASS C,USA,NMFQS,USD,FUND,US0855686814
ABXWF,ABXWF,USA,PINK,USD,Common Stock,
ABXXD,Abaxx Technologies Inc.,USA,OTCQX,USD,Common Stock,
ABXZX,TAX-MANAGED INTERNATIONAL PORTFOLIO AB TAX-MANAGED INTERNATIONAL CLASS Z,USA,NMFQS,USD,FUND,
ABY,Abengoa Yield Plc,USA,NASDAQ,USD,Common Stock,
ABY_old,Abitibi Consolidated Inc,USA,NYSE,USD,Common Stock,
ABZEX,AB EMERGING MARKETS MULTI-ASSET PORTFOLIO CLASS Z,USA,NMFQS,USD,FUND,US01878H7456
ABZT,Ablaze Technologies Inc,USA,OTCCE,USD,Common Stock,
ABZUF,Abzu Gold Ltd,USA,OTCCE,USD,Common Stock,
AC,Associated Capital Group Inc,USA,NYSE,USD,Common Stock,US0455281065
ACAB,Atlantic Coastal Acquisition Corp II,USA,NASDAQ,USD,Common Stock,US04845A1088
ACABU,Atlantic Coastal Acquisition Corp II Unit,USA,NASDAQ,USD,Unit,US04845A2078
ACABW,Atlantic Coastal Acquisition Corp. II Warrant,USA,NASDAQ,USD,Common Stock,
ACAC,Acri Capital Acquisition Corporation,USA,NASDAQ,USD,Common Stock,
ACACU,Acri Capital Acquisition Corporation Unit,USA,NASDAQ,USD,Unit,KYG0103T1215
ACACW,Acies Acquisition Corp,USA,NASDAQ,USD,Common Stock,
ACAGF,Arcandor AG,USA,OTCGREY,USD,Common Stock,
ACAGX,FORWARD AGGRESSIVE GROWTH ALLOCATION FUND CLASS C,USA,NMFQS,USD,FUND,
ACAH,Atlantic Coastal Acquisition Corp,USA,NASDAQ,USD,Common Stock,US0484531043
ACAHU,Atlantic Coastal Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US0484532033
ACAHW,Atlantic Coastal Acquisition Corp,USA,NASDAQ,USD,Common Stock,
ACAHX,ALL CAP GROWTH FUND C CLASS,USA,NMFQS,USD,FUND,US02508H5357
ACAIX,FORWARD AGGRESSIVE GROWTH ALLOCATION FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,
ACAJX,ALL CAP GROWTH FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
ACAL,AMERICA CALIFORNIA BANK (CA),USA,NYSE,USD,Common Stock,US02364B1017
ACAM,Acamar Partners Acquisition Corp,USA,NASDAQ,USD,Common Stock,US0042851024
ACAM_old,Autocam Corp,USA,NASDAQ,USD,Common Stock,
ACAMU,Acamar Partners Acquisition Corp,USA,NASDAQ,USD,Common Stock,US0042852014
ACAMW,Acamar Partners Acquisition Corp,USA,NASDAQ,USD,Common Stock,
ACAMY,Acambis Plc,USA,NASDAQ,USD,Common Stock,
ACAP,AMERICAN PHYSICIANS CAPITAL INC,USA,NASDAQ,USD,Common Stock,
ACAPX,ALGER CAPITAL APPRECIATION FUND ALGER CAPITAL APPRECIATION FUND CLASS B,USA,NMFQS,USD,FUND,US0155658802
ACAQ,Athena Consumer Acquisition Corp,USA,NYSE,USD,Common Stock,US04684M1062
ACAQ-U,ACAQ-U,USA,NYSE,USD,Common Stock,
ACAQ-UN,Athena Consumer Acquisition Corp.,USA,NASDAQ,USD,Common Stock,
ACAQ-WT,Athena Consumer Acquisition Corp.,USA,NYSE,USD,Common Stock,
ACAQX,ALL CAP GROWTH FUND A CLASS,USA,NMFQS,USD,FUND,US02508H5431
ACAR,ActiveCare Inc,USA,PINK,USD,Common Stock,US00760G1040
ACARQ,ActiveCare Inc,USA,PINK,USD,Common Stock,
ACAS,American Capital Ltd,USA,NASDAQ,USD,Common Stock,
ACAT,Arctic Cat Inc,USA,PINK,USD,Common Stock,
ACAVF,ACE Aviation Holdings Inc,USA,OTCGREY,USD,Common Stock,CA00440P4096
ACAWX,ALL CAP GROWTH FUND R CLASS,USA,NMFQS,USD,FUND,
ACAX,Alset Capital Acquisition Corp,USA,NASDAQ,USD,Common Stock,US02115M1099
ACAXP,Annaly Capital Management Inc,USA,PINK,USD,Common Stock,
ACAXR,Alset Capital Acquisition Corp. Right,USA,NASDAQ,USD,Common Stock,
ACAXU,Alset Capital Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US02115M2089
ACAXW,Alset Capital Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
ACBA,Ace Global Business Acquisition Ltd,USA,NASDAQ,USD,Common Stock,VGG0083E1025
ACBA_old,ACBA,USA,NASDAQ,USD,Common Stock,
ACBAU,Ace Global Business Acquisition Ltd Unit,USA,NASDAQ,USD,Unit,VGG0083E1280
ACBAW,Ace Global Business Acquisition Limited,USA,NASDAQ,USD,Common Stock,
ACBC,Albina Community Bancorp ,USA,PINK,USD,Common Stock,
ACBCQ,Albina Community Bancorp,USA,PINK,USD,Common Stock,
ACBFF,Aurora Cannabis Inc,USA,OTCMKTS,USD,Common Stock,
ACBI,Atlantic Capital Bancshares Inc,USA,NASDAQ,USD,Common Stock,US0482692037
ACBIX,FORWARD BALANCED ALLOCATION FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,
ACBOX,AllianzGI Advanced Core Bond Portfolio,USA,NMFQS,USD,FUND,
ACBSX,ALLIANZGI BEST STYLES EMERGING MARKETS EQUITY FUND CLASS C,USA,NMFQS,USD,FUND,
ACBUX,ALLIANZGI BEST STYLES U.S. EQUITY FUND CLASS C,USA,NMFQS,USD,FUND,US01882F7437
ACBVX,VALUE FUND B CLASS,USA,NMFQS,USD,FUND,
ACC,American Campus Communities Inc,USA,NYSE,USD,Common Stock,US0248351001
ACCA,Acacia Diversified Holdings Inc,USA,PINK,USD,Common Stock,US00389L1044
ACCCF,Accton Technology Corporation,USA,OTCMKTS,USD,Common Stock,
ACCD,"Accolade, Inc.",USA,NASDAQ,USD,Common Stock,US00437E1029
ACCDX,INVESCO CORPORATE BOND FUND CLASS B,USA,NMFQS,USD,FUND,
ACCE,ACCRES HOLDING INC,USA,PINK,USD,Common Stock,
ACCL_old,Accelrys Inc,USA,NASDAQ,USD,Common Stock,
ACCLL,Al-Corn Clean Fuel LLC,USA,OTCGREY,USD,Common Stock,
ACCMD,AAC Clyde Space AB (publ),USA,OTCQX,USD,Common Stock,
ACCS2,Access Health Inc,USA,NASDAQ,USD,Common Stock,
ACCU,AdvisorShares Accuvest Global Opportunities ETF,USA,NYSE ARCA,USD,ETF,
ACCUF,ACCUF,USA,NASDAQ,USD,Common Stock,
ACCVX,CAPITAL VALUE FUND A CLASS,USA,NMFQS,USD,FUND,US0250834290
ACDAX,INVESCO CAPITAL DEVELOPMENT FUND CLASS A,USA,NMFQS,USD,FUND,US0245258597
ACDCW,ProFrac Holding Corp. Warrant,USA,NASDAQ,USD,Common Stock,
ACDCX,INVESCO CAPITAL DEVELOPMENT FUND CLASS C,USA,NMFQS,USD,FUND,US0245258423
ACDDX,NT DIVERSIFIED BOND FUND R6 CLASS,USA,NMFQS,USD,FUND,
ACDEX,ALPHA DEFENSIVE ALTERNATIVES FUND CLASS I,USA,NMFQS,USD,FUND,
ACDFX,Disciplined Growth Fund - G Class,USA,NMFQS,USD,Mutual Fund,
ACDHX,DISCIPLINED GROWTH PLUS FUND C CLASS,USA,NMFQS,USD,FUND,US02507M3455
ACDI,Ascendant Digital Acquisition III Corp,USA,NYSE,USD,Common Stock,KYG051571050
ACDI-WT,Ascendant Digital Acquisition Corp. III,USA,NYSE,USD,Common Stock,
ACDIF,ACDIF,USA,PINK,USD,Common Stock,
ACDIX,INVESCO CAPITAL DEVELOPMENT FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,US0245258266
ACDJX,DISCIPLINED GROWTH PLUS FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,US02507M3869
ACDKX,DISCIPLINED GROWTH PLUS FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US02507M3786
ACDLX,NT LARGE COMPANY VALUE FUND R6 CLASS,USA,NMFQS,USD,FUND,
ACDNX,NT INTERNATIONAL GROWTH FUND R6 CLASS,USA,NMFQS,USD,FUND,
ACDO,Accredo Health Inc,USA,NASDAQ,USD,Common Stock,
ACDP,ACDP,USA,OTCBB,USD,Common Stock,
ACDPD,UMF GROUP INC,USA,PINK,USD,Common Stock,
ACDPX,AMERICAN BEACON ACADIAN EMERGING MARKETS MANAGED VOLATILITY FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,US0245258183
ACDQX,DISCIPLINED GROWTH PLUS FUND A CLASS,USA,NMFQS,USD,FUND,US02507M3604
ACDSX,NT MID CAP VALUE FUND R6 CLASS,USA,NMFQS,USD,FUND,
ACDTX,NT GROWTH FUND R6 CLASS,USA,NMFQS,USD,FUND,
ACDUX,NT HERITAGE FUND R6 CLASS,USA,NMFQS,USD,FUND,
ACDWX,DISCIPLINED GROWTH PLUS FUND R CLASS,USA,NMFQS,USD,FUND,
ACDXD,American Copper Development Corporation,USA,OTCQB,USD,Common Stock,
ACDYX,INVESCO CAPITAL DEVELOPMENT FUND CLASS Y,USA,NMFQS,USD,FUND,US0245258340
ACEC,Ace Comm Corp,USA,NASDAQ,USD,Common Stock,
ACEDX,Equity Growth Fund - G Class,USA,NMFQS,USD,Mutual Fund,US02508G7925
ACEE,Acme Electric Corp,USA,NASDAQ,USD,Common Stock,
ACEEU,Ace Ethanol LLC,USA,OTCGREY,USD,Common Stock,
ACEHX,Invesco Exchange Fund Shs,USA,NMFQS,USD,FUND,US46132M1053
ACEI_old,American Champion Entertainment Inc,USA,NASDAQ,USD,Common Stock,
ACEL-WS,ACEL-WS,USA,NYSE,USD,Common Stock,
ACEND,ACEND,USA,PINK,USD,Common Stock,
ACENY,Ascential plc,USA,PINK,USD,Common Stock,
ACEP_old,Parts Source Inc,USA,NASDAQ,USD,Common Stock,
ACEQX,INVESCO EQUITY AND INCOME FUND CLASS B,USA,NMFQS,USD,FUND,
ACER,Acer Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US00444P1084
ACERW,Acer Therapeutics Inc. Warrant,USA,NASDAQ,USD,Common Stock,
ACETQ,Aceto Corporation,USA,NASDAQ,USD,Common Stock,
ACEV,ACE Convergence Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG0083D1209
ACEVU,Ace Convergence Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG0083D1126
ACEVW,ACE Convergence Acquisition Corp,USA,NASDAQ,USD,Common Stock,
ACEXF,Seven Aces Limited,USA,OTCGREY,USD,Common Stock,
ACEYY,Acer Incorporated,USA,PINK,USD,Common Stock,
ACEZ,Qiansui International Group Co. Ltd,USA,PINK,USD,Common Stock,
ACEZD,Qiansui International Group Co. Ltd,USA,PINK,USD,Common Stock,
ACF,AMERICREDIT CORP,USA,NYSE,USD,Common Stock,
ACFC,Atlantic Coast Financial Corporation,USA,NASDAQ,USD,Common Stock,US0484261005
ACFFF,Accordia Golf Trust,USA,OTCGREY,USD,Common Stock,
ACFL,AMC Financial Holdings Inc,USA,PINK,USD,Common Stock,
ACFND,Acorn Energy Inc.,USA,OTCQB,USD,Common Stock,
ACG,AllianceBernstein Income Fund,USA,NYSE,USD,ETF,
ACGAX,SALIENT ADAPTIVE BALANCED FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
ACGDX,LEGACY LARGE CAP FUND ADVISOR CLASS,USA,NMFQS,USD,FUND,
ACGEX,LEGACY LARGE CAP FUND R CLASS,USA,NMFQS,USD,FUND,
ACGFY,Accordia Golf Company. Ltd,USA,PINK,USD,Common Stock,
ACGHX,LEGACY LARGE CAP FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
ACGI,The Amacore Group Inc,USA,PINK,USD,Common Stock,US0226241000
ACGJ,ACI Global Corporation,USA,OTCCE,USD,Common Stock,
ACGJX,INVESCO GROWTH AND INCOME FUND CLASS B,USA,NMFQS,USD,FUND,
ACGLL,Arch Capital Group Ltd,USA,PINK,USD,Common Stock,
ACGLP,Arch Capital Group Ltd,USA,NASDAQ,USD,Common Stock,US03939A2069
ACGN,Aceragen Inc.,USA,NASDAQ,USD,Common Stock,US00445F1093
ACGOX,LEGACY LARGE CAP FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,
ACGPF,Accell Group N.V,USA,PINK,USD,Common Stock,
ACGXD,Alliance Creative Group Inc,USA,PINK,USD,Common Stock,
ACH_old,Aluminum Corp of China Ltd ADR,USA,NYSE,USD,Common Stock,US0222761092
ACHAX,AMERICAN BEACON CRESCENT SHORT DURATION HIGH INCOME FUND A CLASS,USA,NMFQS,USD,FUND,US0245255783
ACHCX,AMERICAN BEACON CRESCENT SHORT DURATION HIGH INCOME FUND C CLASS,USA,NMFQS,USD,FUND,US0245255601
ACHHY,Aluminum Corporation of China Limited,USA,PINK,USD,Common Stock,
ACHI,Accretive Health Inc,USA,NASDAQ,USD,Common Stock,
ACHIX,AMERICAN BEACON CRESCENT SHORT DURATION HIGH INCOME FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US0245255452
ACHKF,Achiko AG,USA,PINK,USD,Common Stock,
ACHL,Achilles Therapeutics PLC ADR,USA,NASDAQ,USD,Common Stock,US00449L1026
ACHL_old,Achilles Therapeutics plc,USA,NASDAQ,USD,Common Stock,
ACHN,Achillion Pharmaceuticals Inc,USA,PINK,USD,Common Stock,US00448Q2012
ACHN_old,Achillion Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,
ACHPX,AMERICAN BEACON CRESCENT SHORT DURATION HIGH INCOME FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,US0245255379
ACHWS,ACHWS,USA,OTCGREY,USD,Common Stock,
ACHYX,AMERICAN BEACON CRESCENT SHORT DURATION HIGH INCOME FUND Y CLASS,USA,NMFQS,USD,FUND,US0245255528
ACI_old,Arch Coal,USA,NYSE,USD,Common Stock,
ACIA,Acacia Communications Inc,USA,NASDAQ,USD,Common Stock,US00401C1080
ACIAX,AB TAX-MANAGED CONSERVATIVE WEALTH STRATEGY CLASS A,USA,NMFQS,USD,FUND,
ACIBX,AB TAX-MANAGED CONSERVATIVE WEALTH STRATEGY CLASS B,USA,NMFQS,USD,FUND,
ACIC_old,Atlas Crest Investment Corp,USA,NASDAQ,USD,Common Stock,US0492841020
ACIC-U,ACIC-U,USA,NYSE,USD,Common Stock,
ACIC-UN,ACIC-UN,USA,NYSE,USD,Common Stock,
ACIC-WS,ACIC-WS,USA,NYSE,USD,Common Stock,
ACICX,AB TAX-MANAGED CONSERVATIVE WEALTH STRATEGY CLASS C,USA,NMFQS,USD,FUND,
ACIDX,INTERNATIONAL DISCOVERY FUND A CLASS,USA,NMFQS,USD,FUND,US0250868025
ACIGX,FORWARD INCOME & GROWTH ALLOCATION FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,
ACII_old,Americhip International Inc,USA,NYSE,USD,Common Stock,US0492871050
ACII_old1,Atlas Crest Investment Corp II,USA,NYSE,USD,Common Stock,US0492871050
ACII-U,ACII-U,USA,NYSE,USD,Common Stock,
ACII-WT,Atlas Crest Investment Corp. II,USA,NYSE,USD,Common Stock,
ACIIQ,Arch Coal Inc,USA,PINK,USD,Common Stock,
ACIIW,Atlas Crest Investment Corp. II,USA,OTCMKTS,USD,Common Stock,
ACIKX,INTERNATIONAL CORE EQUITY FUND C CLASS,USA,NMFQS,USD,FUND,US02507M5849
ACIM,SPDR MSCI ACWI IMI ETF,USA,NYSE ARCA,USD,ETF,US78463X4759
ACIMX,INTERNATIONAL CORE EQUITY FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,US02507M5682
ACIQX,INTERNATIONAL CORE EQUITY FUND A CLASS,USA,NMFQS,USD,FUND,US02507M6185
ACIRF,ACIRF,USA,PINK,USD,Common Stock,
ACIRX,INTERNATIONAL CORE EQUITY FUND R CLASS,USA,NMFQS,USD,FUND,
ACIUX,INTERNATIONAL CORE EQUITY FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
ACIYX,AB TAX-MANAGED CONSERVATIVE WEALTH STRATEGY ADVISOR CLASS,USA,NMFQS,USD,FUND,
ACK,Adelante Shares RE Classics(TM) Exchange-Traded Fund,USA,NYSE,USD,ETF,
ACKAF,Arçelik Anonim Sirketi,USA,PINK,USD,Common Stock,
ACKBF,Bow Energy Ltd,USA,PINK,USD,Common Stock,
ACKDX,NT EMERGING MARKETS FUND R6 CLASS,USA,NMFQS,USD,FUND,
ACKH,Armstrong Holdings Inc,USA,NYSE,USD,Common Stock,
ACKIT,Ackrell SPAC Partners I Co Unit,USA,NASDAQ,USD,Common Stock,US00461L3033
ACKIU,Ackrell SPAC Partners I Co,USA,NASDAQ,USD,Common Stock,US00461L2043
ACKIW,Ackrell SPAC Partners I Co,USA,NASDAQ,USD,Common Stock,
ACKIX,ALLIANZGI CORE PLUS BOND FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US92838V4370
ACKPX,ALLIANZGI CORE PLUS BOND FUND CLASS P,USA,NMFQS,USD,FUND,US92838V4529
ACKRF,American Creek Resources Ltd,USA,OTCQB,USD,Common Stock,
ACL,Alcon Inc,USA,NYSE,USD,Common Stock,
ACLA,Aclara Biosciences Inc,USA,NASDAQ,USD,Common Stock,
ACLBX,CALIFORNIA MUNICIPAL PORTFOLIO AB INTERMEDIATE CALIFORNIA MUNICIPAL CLASS B,USA,NMFQS,USD,FUND,
ACLD,Acquire Ltd,USA,PINK,USD,Common Stock,
ACLDX,NT DIVERSIFIED BOND FUND G CLASS,USA,NMFQS,USD,FUND,US0249325509
ACLE_old,Accel International Corp,USA,NASDAQ,USD,Common Stock,
ACLEW,"Alternus Clean Energy, Inc.",USA,PINK,USD,Common Stock,
ACLEX,NT EQUITY GROWTH FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US02507M6342
ACLGX,VOYA CAPITAL ALLOCATION FUND CLASS C,USA,NMFQS,USD,FUND,US92913R4838
ACLH,ACT Clean Technologies Inc,USA,OTCMKTS,USD,Common Stock,
ACLHD,Surface Metals Inc.,USA,OTCQB,USD,Common Stock,
ACLHF,ACME Lithium Inc,USA,OTCQB,USD,Common Stock,CA00472A1066
ACLI,AMERICAN COMMERCIAL LINES INC.,USA,NASDAQ,USD,Common Stock,
ACLKX,NT EMERGING MARKETS FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US0250865138
ACLLX,NT LARGE COMPANY VALUE FUND G CLASS,USA,NMFQS,USD,FUND,US0250765973
ACLMX,NT MID CAP VALUE FUND G CLASS,USA,NMFQS,USD,FUND,US0250765890
ACLNX,NT INTERNATIONAL GROWTH FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US0250865211
ACLO_old,TCW ETF Trust,USA,NASDAQ,USD,ETF,
ACLOX,NT SMALL COMPANY INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
ACLP,ACLP,USA,OTCBB,USD,Common Stock,
ACLSX,LONG-TERM TAX-FREE FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
ACLTF,ATCO Ltd,USA,PINK,USD,Common Stock,CA0467895094
